64 32 2 done
35 7 blockimg/000.png false false 
35 17 blockimg/000.png false false 
35 25 blockimg/000.png false false 
35 27 blockimg/000.png false false 
35 30 blockimg/000.png false false 
36 7 blockimg/000.png false false 
36 17 blockimg/000.png false false 
36 28 blockimg/000.png false false 
37 7 blockimg/000.png false false 
37 18 blockimg/000.png false false 
37 27 blockimg/000.png false false 
37 28 blockimg/000.png false false 
37 29 blockimg/000.png false false 
37 31 blockimg/000.png false false 
38 7 blockimg/000.png false false 
38 18 blockimg/000.png false false 
38 28 blockimg/000.png false false 
39 19 blockimg/000.png false false 
39 26 blockimg/000.png false false 
40 8 blockimg/000.png false false 
40 19 blockimg/000.png false false 
40 26 blockimg/000.png false false 
41 9 blockimg/000.png false false 
41 20 blockimg/000.png false false 
41 21 blockimg/000.png false false 
42 9 blockimg/000.png false false 
42 22 blockimg/000.png false false 
42 27 blockimg/000.png false false 
42 31 blockimg/000.png false false 
43 10 blockimg/000.png false false 
43 23 blockimg/000.png false false 
43 27 blockimg/000.png false false 
43 30 blockimg/000.png false false 
44 10 blockimg/000.png false false 
44 23 blockimg/003.png false false 
45 10 blockimg/000.png false false 
45 23 blockimg/000.png false false 
45 26 blockimg/000.png false false 
46 23 blockimg/003.png false false 
46 29 blockimg/000.png false false 
47 11 blockimg/000.png false false 
47 23 blockimg/000.png false false 
47 28 blockimg/000.png false false 
47 30 blockimg/000.png false false 
48 11 blockimg/000.png false false 
48 23 blockimg/003.png false false 
48 24 blockimg/003.png false false 
48 27 blockimg/000.png false false 
48 28 blockimg/000.png false false 
48 29 blockimg/000.png false false 
49 23 blockimg/003.png false false 
49 27 blockimg/000.png false false 
49 29 blockimg/000.png false false 
50 11 blockimg/000.png false false 
50 23 blockimg/000.png false false 
50 28 blockimg/000.png false false 
51 22 blockimg/000.png false false 
51 23 blockimg/003.png false false 
51 28 blockimg/000.png false false 
52 11 blockimg/000.png false false 
52 22 blockimg/000.png false false 
52 23 blockimg/003.png false false 
52 27 blockimg/000.png false false 
53 22 blockimg/003.png false false 
53 25 blockimg/000.png false false 
53 31 blockimg/000.png false false 
54 12 blockimg/000.png false false 
54 22 blockimg/000.png false false 
54 28 blockimg/000.png false false 
55 12 blockimg/000.png false false 
55 21 blockimg/000.png false false 
55 30 blockimg/000.png false false 
56 12 blockimg/000.png false false 
56 20 blockimg/000.png false false 
56 21 blockimg/000.png false false 
56 28 blockimg/000.png false false 
57 20 blockimg/000.png false false 
57 21 blockimg/000.png false false 
57 25 blockimg/000.png false false 
58 11 blockimg/000.png false false 
58 21 blockimg/000.png false false 
58 28 blockimg/000.png false false 
59 11 blockimg/000.png false false 
59 20 blockimg/000.png false false 
59 21 blockimg/000.png false false 
59 25 blockimg/000.png false false 
59 26 blockimg/000.png false false 
59 28 blockimg/000.png false false 
59 30 blockimg/000.png false false 
60 9 blockimg/000.png false false 
60 10 blockimg/000.png false false 
60 20 blockimg/000.png false false 
60 29 blockimg/000.png false false 
61 8 blockimg/000.png false false 
61 9 blockimg/000.png false false 
61 20 blockimg/000.png false false 
62 8 blockimg/000.png false false 
62 19 blockimg/000.png false false 
62 20 blockimg/000.png false false 
62 24 blockimg/000.png false false 
62 26 blockimg/000.png false false 
62 28 blockimg/000.png false false 
62 29 blockimg/000.png false false 
62 31 blockimg/000.png false false 
63 4 blockimg/000.png false false 
63 5 blockimg/000.png false false 
63 6 blockimg/000.png false false 
63 7 blockimg/000.png false false 
63 8 blockimg/000.png false false 
63 9 blockimg/000.png false false 
63 10 blockimg/000.png false false 
63 11 blockimg/000.png false false 
63 12 blockimg/000.png false false 
63 13 blockimg/000.png false false 
63 14 blockimg/000.png false false 
63 15 blockimg/000.png false false 
63 16 blockimg/000.png false false 
63 17 blockimg/000.png false false 
63 18 blockimg/000.png false false 
63 19 blockimg/000.png false false 
63 20 blockimg/000.png false false 
63 21 blockimg/000.png false false 
63 22 blockimg/000.png false false 
63 23 blockimg/000.png false false 
63 24 blockimg/000.png false false 
63 25 blockimg/000.png false false 
63 27 blockimg/000.png false false 
63 28 blockimg/000.png false false 
63 30 blockimg/000.png false false 
