24 24 2 done
20 23 blockimg/dirt/002.png false false 
21 3 blockimg/grass/002.png false false 
21 6 blockimg/dirt/003.png false false 
21 7 blockimg/dirt/000.png false false 
21 12 blockimg/grass/002.png false false 
21 17 blockimg/dirt/002.png false false 
21 22 blockimg/grass/003.png false false 
21 23 blockimg/dirt/002.png false false 
22 3 blockimg/grass/002.png false false 
22 12 blockimg/grass/002.png false false 
22 17 blockimg/dirt/002.png false false 
22 22 blockimg/grass/003.png false false 
22 23 blockimg/dirt/002.png false false 
23 3 blockimg/grass/003.png false false 
23 4 blockimg/dirt/003.png false false 
23 5 blockimg/dirt/003.png false false 
23 6 blockimg/dirt/003.png false false 
23 7 blockimg/dirt/003.png false false 
23 8 blockimg/dirt/003.png false false 
23 9 blockimg/dirt/003.png false false 
23 10 blockimg/dirt/003.png false false 
23 11 blockimg/dirt/003.png false false 
23 12 blockimg/dirt/003.png false false 
23 13 blockimg/dirt/001.png false false 
23 14 blockimg/dirt/001.png false false 
23 15 blockimg/dirt/001.png false false 
23 16 blockimg/dirt/001.png false false 
23 17 blockimg/dirt/003.png false false 
23 18 blockimg/dirt/003.png false false 
23 19 blockimg/dirt/003.png false false 
23 20 blockimg/dirt/003.png false false 
23 21 blockimg/dirt/003.png false false 
23 22 blockimg/dirt/003.png false false 
23 23 blockimg/dirt/002.png false false 
